date,company,ticker,product_category,region,sales_volume,revenue,price,marketing_spend,discount_rate,inventory_level,promotion_flag,holiday_flag,sentiment_score,positive_mentions,negative_mentions,neutral_mentions,news_volume,social_buzz_index,open_price,close_price,high_price,low_price,volume,sector_index,market_return,sales_lag_7,sales_rolling_mean_30,sentiment_lag_1,sentiment_rolling_mean_7,stock_pct_change,volatility_index,marketing_growth_rate,data_ingested_timestamp,sentiment_label,rolling_sales_avg,positive_sentiment_ratio,spend_to_sales_ratio,sentiment_sales_interaction,predicted_sales,error,growth_rate,investment_signal
2020-01-01,Amazon,AMZN,Retail,Global,841.7,12625.5,15.0,82841.54,0.024,1668,0,1,0,0,0,53,53,53.08,15.0667,15.0,15.0808,14.9755,2031041,1.000397,0.0,841.7,841.7,0.0015,0.0015,0.0,0.1181575431362724,0.0,2025-11-11 11:28:45.711988,Neutral,841.7,0.0,98.30490091372968,0.0,846.5046500596604,-4.804650059660389,0.0,Hold
2020-01-02,Amazon,AMZN,Retail,Global,1180.33,17507.73,14.832909708478129,145709.52,0.074,1997,1,0,0,0,0,64,64,64.04,14.8446,14.8329,14.8894,14.7809,1463771,1.000287,-0.000111,1180.33,1011.015,0.0015,0.00105,-0.0111399999999999,0.1181575431362724,0.758894390422969,2025-11-11 11:28:45.711988,Neutral,1011.015,0.0,123.34362117274596,0.0,1050.5222859598882,129.8077140401117,24.101183128273295,Hold
2020-01-03,Amazon,AMZN,Retail,Global,818.95,12516.36,15.283417934797326,85284.71,0.015,1733,0,0,0,0,0,59,59,59.07,15.2681,15.2834,15.3484,15.1167,1070149,1.000805,0.000518,818.95,946.9933333333332,0.0006,0.0010666666666666,0.0303716737792338,0.2277382342368825,-0.4146936315485768,2025-11-11 11:28:45.711988,Neutral,946.9933333333332,0.0,104.01208610281115,0.0,921.3060013354686,-102.35600133546859,-12.300194517658557,Sell
2020-01-04,Amazon,AMZN,Retail,Global,849.08,13323.97,15.692237695986872,70567.61,0.012,1910,0,0,0,0,0,73,73,73.34,15.7644,15.6922,15.8119,15.5694,1340566,1.002023,0.001217,849.08,922.515,0.0011,0.00195,0.0267479749270449,0.3759258559432514,-0.1725643435968769,2025-11-11 11:28:45.711988,Neutral,922.515,0.0,83.01290466779596,0.0,911.8451649871582,-62.76516498715819,-1.0268940324492104,Hold
2020-01-05,Amazon,AMZN,Retail,Global,946.77,14738.97,15.56763099980432,85759.24,0.005,2496,0,0,0,0,0,73,73,73.3,15.5547,15.5676,15.5924,15.5315,1365739,1.001836,-0.000187,946.77,927.366,0.0046,0.00238,-0.0079402505703469,0.3642864010637778,0.2152776606718012,2025-11-11 11:28:45.711988,Neutral,927.366,0.0,90.48528651466074,0.0,936.7290509691862,10.04094903081375,2.728959579708734,Hold
2020-01-06,Amazon,AMZN,Retail,Global,855.01,13538.61,15.83444067568358,75942.32,0.017,1859,0,0,0,0,0,54,54,54.19,15.7961,15.8344,15.885,15.5852,1155807,1.001649,-0.000187,855.01,915.3066666666668,0.0041,0.0025499999999999,0.017138158739947,0.3978408949148719,-0.1144706972683059,2025-11-11 11:28:45.711988,Neutral,915.3066666666668,0.0,88.71662714220629,0.0,908.8550398765368,-53.845039876536816,-2.975674883127577,Hold
2020-01-07,Amazon,AMZN,Retail,Global,875.77,14325.95,16.35811407087051,77770.02,0.014,2012,0,0,0,0,0,53,53,53.32,16.3414,16.3581,16.4362,16.2719,1141184,1.002912,0.001261,875.77,909.6585714285712,0.0034,0.0030571428571428,0.0330735613600767,0.5213660358455778,0.0240669497587115,2025-11-11 11:28:45.711988,Neutral,909.6585714285712,0.0,88.70059422653604,0.0,887.1365057555687,-11.36650575556871,-2.3896587649355427,Hold
2020-01-08,Amazon,AMZN,Retail,Global,726.01,12110.78,16.681281463475504,82194.94,0.033,2085,0,0,0,0,0,66,66,66.58,16.6627,16.6813,16.726,16.6231,1988838,1.003526,0.000612,841.7,886.7025,0.0061,0.0041,0.0197577958320342,0.6244500551914218,0.0568975036910108,2025-11-11 11:28:45.711988,Neutral,893.1314285714286,0.0,113.05888502221428,0.0,821.5803259246661,-95.57032592466612,-7.389638393368648,Sell
2020-01-09,Amazon,AMZN,Retail,Global,911.6,15032.66,16.490407813123745,82819.48,0.025,1710,0,0,0,0,0,56,56,56.47,16.5262,16.4904,16.7412,16.4223,1890003,1.00315,-0.000374,1180.33,889.468888888889,0.0088,0.0052,-0.0114439522099596,0.5250907880683906,0.0075982779475232,2025-11-11 11:28:45.711988,Neutral,854.7414285714286,0.0,90.75112864343632,0.0,895.6191811193671,15.98081888063291,9.011760975577431,Hold
2020-01-10,Amazon,AMZN,Retail,Global,1122.52,18539.94,16.516357471304918,136746.07,0.07,1801,1,0,0,0,0,78,78,78.55,16.5126,16.5164,16.5692,16.3061,1080472,1.003584,0.000433,818.95,912.774,0.0083,0.0060428571428571,0.0015766749138892,0.4514629790232735,0.6511341293135384,2025-11-11 11:28:45.711988,Neutral,898.1085714285713,0.0,121.7121813585873,0.0,1003.2068282809976,119.31317171900241,12.012655538167994,Hold
2020-01-11,Amazon,AMZN,Retail,Global,916.98,14747.22,16.082375454863666,89695.88,0.028,1916,0,0,0,0,0,51,51,51.28,16.0856,16.0824,16.1501,15.9395,1768943,1.003214,-0.000369,849.08,913.1563636363636,0.007,0.0061714285714285,-0.026276912644402,0.4053954195479683,-0.3440697783855873,2025-11-11 11:28:45.711988,Neutral,907.8085714285714,0.0,97.71005904268068,0.0,867.7629482510665,49.2170517489335,-13.50109231832235,Sell
2020-01-12,Amazon,AMZN,Retail,Global,901.11,14282.25,15.84961416596591,88024.83,0.033,2036,0,0,0,0,0,73,73,73.33,15.8516,15.8496,15.9529,15.7907,1144001,1.002841,-0.000371,946.77,912.1525,0.0055,0.0062285714285714,-0.0144754514251603,0.3383883068169956,-0.0186301756557826,2025-11-11 11:28:45.711988,Neutral,901.2857142857144,0.0,97.5766037401204,0.0,898.0179430505565,3.0920569494435313,3.486550660000809,Hold
2020-01-13,Amazon,AMZN,Retail,Global,893.43,14157.29,15.845995611331563,74725.77,0.018,2263,0,0,0,0,0,51,51,51.29,15.883,15.846,15.9208,15.7276,1523244,1.003035,0.000193,855.01,910.7123076923076,0.0045,0.0065571428571428,-0.0002271350696547,0.3359825937951704,-0.1510830523614756,2025-11-11 11:28:45.711988,Neutral,906.7742857142856,0.0,83.5456883154635,0.0,870.3717498222061,23.058250177793866,-3.078579157832484,Hold
2020-01-14,Amazon,AMZN,Retail,Global,938.28,14917.0,15.898238888375095,82367.11,0.018,1667,0,0,0,0,0,92,92,92.13,15.888,15.8982,15.9451,15.8586,1445317,1.001504,-0.001526,875.77,912.6814285714288,0.0057,0.0058857142857142,0.0032942067398711,0.3579846132633784,0.1022584310606635,2025-11-11 11:28:45.711988,Neutral,915.7042857142858,0.0,87.6917532578145,0.0,914.6331375539693,23.646862446030696,5.085342871112797,Hold
2020-01-15,Amazon,AMZN,Retail,Global,915.97,14410.94,15.732979683176731,85140.69,0.006,2003,0,0,0,0,0,82,82,82.1,15.7265,15.733,15.8405,15.6979,1801140,1.000124,-0.001378,726.01,912.9006666666668,0.0014,0.0044571428571428,-0.0103911134593852,0.3207327533128102,0.0336733922071565,2025-11-11 11:28:45.711988,Neutral,942.8414285714288,0.0,92.85002780897958,0.0,919.4408840855556,-3.4708840855555536,0.5256475338783151,Hold
2020-01-16,Amazon,AMZN,Retail,Global,787.75,11882.1,15.083597373611154,74555.82,0.034,1108,0,0,0,0,0,74,74,74.16,15.0628,15.0836,15.1269,15.0527,1289725,0.999674,-0.00045,911.6,905.07875,-0.0012,0.0029571428571428,-0.0412762982266573,0.428368108278933,-0.1243221073261209,2025-11-11 11:28:45.711988,Neutral,925.1485714285716,0.0,94.52401901743264,0.0,921.217833060185,-133.46783306018494,0.19326408096336234,Hold
2020-01-17,Amazon,AMZN,Retail,Global,845.0,12782.64,15.12738488324699,70387.46,0.03,1979,0,0,0,0,0,54,54,54.15,15.1147,15.1274,15.1546,15.0696,1585424,0.998864,-0.000811,1122.52,901.5447058823528,-0.0022,0.0015571428571428,0.0029038160651302,0.3930508606371615,-0.0559092502771748,2025-11-11 11:28:45.711988,Neutral,885.5028571428572,0.0,83.2003073286052,0.0,867.525495044186,-22.52549504418596,-5.828408449024369,Sell
2020-01-18,Amazon,AMZN,Retail,Global,929.02,14207.14,15.292609517881502,90487.7,0.014,2102,0,0,0,0,0,53,53,53.17,15.3087,15.2926,15.3276,15.2874,1329124,0.999115,0.000252,916.98,903.0711111111112,-0.0028,0.0003,0.0109205811970332,0.3638745204966407,0.2855656391067385,2025-11-11 11:28:45.711988,Neutral,887.222857142857,0.0,97.29650975247844,0.0,905.8826289693055,23.137371030694453,4.421441691827854,Hold
2020-01-19,Amazon,AMZN,Retail,Global,966.13,14944.43,15.468339989222743,90125.32,0.03,2046,0,0,0,0,0,66,66,66.3,15.4909,15.4683,15.5833,15.4017,1259758,0.998389,-0.000727,901.11,906.39,-0.0033,-0.0009999999999999,0.0114892170069182,0.338732316705899,-0.0040047431860903,2025-11-11 11:28:45.711988,Neutral,896.5114285714286,0.0,93.18842347978038,0.0,912.1540035396944,53.97599646030562,0.6922943844860141,Hold
2020-01-20,Amazon,AMZN,Retail,Global,873.19,13465.08,15.420560238790474,76727.3,0.0,2593,0,0,0,0,0,77,77,77.41,15.473,15.4206,15.545,15.3573,1402906,0.997259,-0.001132,893.43,904.73,-0.0046,-0.0025714285714285,-0.0030837260720311,0.3008286215169729,-0.1486598882533787,2025-11-11 11:28:45.711988,Neutral,893.62,0.0,87.76959242269987,0.0,865.9449940178993,7.245005982100793,-5.065921910387605,Sell
2020-01-21,Amazon,AMZN,Retail,Global,876.09,13482.4,15.389286561631284,75021.41,0.015,1804,0,0,0,0,0,91,91,91.19,15.3861,15.3893,15.4429,15.3854,1571226,0.998432,0.001176,938.28,903.3661904761904,-0.0053,-0.0030714285714285,-0.002029752409115,0.2200103623100553,-0.0222331556043285,2025-11-11 11:28:45.711988,Neutral,884.7357142857143,0.0,85.53444914432954,0.0,873.5215090012244,2.5684909987755873,0.8749418306780443,Hold
2020-01-22,Amazon,AMZN,Retail,Global,802.58,12396.79,15.446178985545322,73246.91,0.021,1894,0,0,0,0,0,65,65,65.12,15.438,15.4462,15.4919,15.4204,1288323,0.998251,-0.000181,915.97,898.785,-0.0021,-0.0031571428571428,0.0036973741495713,0.1562861097322153,-0.0236532477861985,2025-11-11 11:28:45.711988,Neutral,868.5371428571428,0.0,91.1507379476841,0.0,847.6703320942428,-45.09033209424274,-2.9594207630376124,Hold
2020-01-23,Amazon,AMZN,Retail,Global,888.86,13813.69,15.540907456761534,84430.06,0.023,1934,0,0,0,0,0,64,64,64.13,15.5533,15.5409,15.6411,15.531,1190062,0.998305,5.4e-05,787.75,898.3534782608696,-0.0018,-0.0031285714285714,0.0061309577760226,0.1361109036603253,0.1526774303516693,2025-11-11 11:28:45.711988,Neutral,882.9814285714285,0.0,94.88016092419032,0.0,888.5199008357486,0.3400991642514555,4.8190395717381485,Hold
2020-01-24,Amazon,AMZN,Retail,Global,869.2,13489.21,15.51910552589401,85861.13,0.029,2153,0,0,0,0,0,70,70,70.29,15.5046,15.5191,15.5799,15.4291,1645941,0.997165,-0.001142,845.0,897.1387500000001,-0.002,-0.0033285714285714,-0.0014027501624745,0.0836154633681963,0.0169497688382551,2025-11-11 11:28:45.711988,Neutral,886.4385714285714,0.0,98.66827166168696,0.0,918.5239585988586,-49.32395859885855,3.376858271254024,Hold
2020-01-25,Amazon,AMZN,Retail,Global,862.77,12922.85,14.978326137681792,78828.45,0.011,2530,0,0,0,0,0,77,77,77.4,14.9591,14.9783,15.0542,14.9548,1218857,0.99673,-0.000437,929.02,895.7639999999999,-0.0042,-0.0035857142857142,-0.0348473816136244,0.191053192543188,-0.0819076105800146,2025-11-11 11:28:45.711988,Neutral,876.9742857142858,0.0,91.26092594093336,0.0,868.4675796978121,-5.6975796978121025,-5.449654136121163,Sell
2020-01-26,Amazon,AMZN,Retail,Global,876.13,13397.95,15.292188589275588,75099.0,0.026,2323,0,0,0,0,0,76,76,76.31,15.3021,15.2922,15.3144,15.236,1247344,0.996819,8.9e-05,966.13,895.0088461538461,-0.0051,-0.0035142857142857,0.0209569844374861,0.1913360867563411,-0.047310964505835,2025-11-11 11:28:45.711988,Neutral,864.117142857143,0.0,85.61900744473454,0.0,856.2872667701797,19.842733229820283,-1.4025063470844312,Hold
2020-01-27,Amazon,AMZN,Retail,Global,920.4,13976.87,15.18565232841254,79423.2,0.028,1848,0,0,0,0,0,71,71,71.38,15.1738,15.1857,15.2866,15.0982,1173995,0.995898,-0.000924,873.19,895.9492592592593,-0.0041,-0.0035285714285714,-0.0069643347588965,0.2012263887361726,0.0575799944073822,2025-11-11 11:28:45.711988,Neutral,870.8614285714285,0.0,86.19839374864337,0.0,864.8989568999343,55.50104310006566,1.0057010613081951,Hold
2020-01-28,Amazon,AMZN,Retail,Global,882.19,13150.67,14.906843535743516,80843.55,0.018,1525,0,0,0,0,0,84,84,84.46,14.8982,14.9068,15.0306,14.718,1396688,0.996198,0.000302,876.09,895.4578571428572,-0.0054,-0.004,-0.0183659627149226,0.2552856943000859,0.0178833136917173,2025-11-11 11:28:45.711988,Neutral,871.7328571428573,0.0,91.53585298746589,0.0,852.6943653728865,29.49563462711353,-1.4111002712724807,Hold
2020-01-29,Amazon,AMZN,Retail,Global,930.49,13788.96,14.819035065032908,81411.48,0.015,2278,0,0,0,0,0,61,61,61.28,14.837,14.819,14.8701,14.7887,1575424,0.995718,-0.000482,802.58,896.6658620689656,-0.0054,-0.0044142857142857,-0.0058899294281804,0.2896707309704295,0.0070250502359185,2025-11-11 11:28:45.711988,Neutral,890.0057142857142,0.0,87.39919913257253,0.0,891.9231268818975,38.566873118102535,4.600565349327246,Hold
2020-01-30,Amazon,AMZN,Retail,Global,897.02,13315.22,14.843834526264608,79310.72,0.008,2060,0,0,0,0,0,61,61,61.24,14.853,14.8438,14.8633,14.7855,1215421,0.995484,-0.000234,888.86,896.6776666666667,-0.0047,-0.0046857142857142,0.0016735272285579,0.262434162265128,-0.0258042231881793,2025-11-11 11:28:45.711988,Neutral,891.1714285714286,0.0,88.3173203269415,0.0,880.8678615540036,16.152138445996343,-1.2394863407726997,Hold
